time,a1,a2,a3,a4,a5,a6
2024-11-06 08:18:08,0.0,-89.21655587979149,126.32429608610396, 0.0,-37.107740206312485,0.0
2024-11-06 08:18:08,-0.0,-89.21655587979149,126.32429608610396, 0.0,-37.107740206312485,-0.0
2024-11-06 08:18:08,0.0,-90.41405397870523,125.65372062077041, 0.0,-35.2396666420652,0.0
2024-11-06 08:18:08,0.0,-90.53394567316249,125.58132122392021, 0.0,-35.04737555075772,0.0
2024-11-06 08:18:08,0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,0.0
2024-11-06 08:18:08,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:08,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:08,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:08,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:08,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:09,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:10,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:11,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
2024-11-06 08:18:12,-0.0,-90.69262049631824,125.48392544865001, 0.0,-34.791304952331785,-0.0
